Timestamp	Language	Hashtags	Mentioned	Emojies	Content
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-07-25 12:20:36	en	chocolate choklad suklaa kahvila fika cafe herkkua choco gott sweet	pauligfi pauligkulma	🇮 🇬 🇫 🤩 🇧	🇬🇧 In the heart of Helsinki the café Pauligin kulma recently had a little make over. I stopped by to check out the new version. Coffee was good, as always, and this lemon and almond brittle bar was amazing 🤩 🇫🇮 Kävin kurkkaamassa uudistettua Pauligin kulmaa, Helsingin sydämessä. Kahvi oli hyvää, kuten aina, ja tämä sitruuna-mantelipatukka oli todella herkullinen 🤩 @pauligkulma @pauligfi #choco #chocolate #cafe #sweet #suklaa #herkkua #kahvila #choklad #fika #gott
2020-07-23 16:39:13	fi	vegancake kakku helsinki pauligkulma suklaakakku kakkukahvit nimipäivä		😌	Myöhäisillä nimpparikakuilla😌#nimipäivä #kakku #suklaakakku #kakkukahvit #vegancake #pauligkulma #helsinki
2020-07-23 10:36:55	fi		pauligkulma		Olemme kevään aikana suunnitelleet Pauligille toiminnallisen muutoksen Helsingin Aleksanterinkadun @pauligkulma lippulaivakahvilaan. Olemassa olevaa visuaalista ilmettä mukaileva toiminnallinen muutos on nähtävillä ensimmäistä kertaa tänään 23.7.2020 Kulmassa. Vastasimme palvelumuotoilusta, kalustesuunnittelusta sekä toimimme projektipäälikkönä muutoksessa.
2020-07-02 11:14:02	fi	weareheylook oddlygood	valiofi		⁣Loppukesästä stailasimme @valiofi #oddlygood kaurajuomien lanseeraustilaisuuden. Stailauksessa käytimme muun muassa viherkasveja ja raaka-aineita, jotka ilmensivät kauratuoteitteiden makumaailmaa.⠀ ⠀ #weareheylook
2020-06-26 20:29:31	fi			☕ 🥐	🥐☕️
2020-06-21 13:29:33	en		danieldonegan	📸	Happy Father’s Day to the main man! 📸: @danieldonegan
2020-06-06 23:27:57	en	style michelleobama gigihadid oprahwinfrey travel amalclooney fashion meghanmarkle oliviapalermo ootd kyliejenner gayleking camilacabello bellahadid neginmirsalehi traveldestination katemiddleton bucketlist oliviaculpo kendalljenner charliedamelio	pauligfi pauligkulma	⛄	I celebrated New Year’s Eve in Finland and had so much fun. We traveled to Lapland and had the most amazing time in the snow ⛄️ we lived in cottages with saunas and went husky sledging, visited a reindeer farm and got to swim in the ice cold Arctic Ocean. It was a dream come true. If you need any addresses or have questions you can send me a message. I normally answer within three days. I hope we can travel soon again. Best, xx Leo #style @pauligkulma @pauligfi #fashion #ootd #kendalljenner #bellahadid #gigihadid #kyliejenner #meghanmarkle #amalclooney #oprahwinfrey #katemiddleton #gayleking #michelleobama #travel #bucketlist #traveldestination #oliviapalermo #neginmirsalehi #oliviaculpo #camilacabello #charliedamelio
2020-05-27 14:33:02	en	goodmoodfood lifeisgood		💨 🌱 ✨ 🏼 🙏 😌 🌊 💫	Thank you very many Kulma 2016-2020 🙏🏼✨ In the waves of change, we find our true direction.⁣⁣ ⁣ ! please note Kulma is reopening - just with new cafe partner so you can still go & enjoy there !⁣ ⁣⁣ I still don’t fully know what it means to me, but everything will become clear in time.⁣⁣ ⁣⁣ Have to say - feels GOOOOD! ✨🌱💨🌊💫😌⁣ #lifeisgood #goodmoodfood
2020-05-21 20:38:28	fi				
2020-05-12 11:50:12	en	cafeculture igdaily europe cafes restaurants matcha helsinki tb tbt finland foodporn avocado tealoversclub matchalatte avocadotoast		🍵	Occassional visits to cute cafés and restaurants are barely the only things alongside traveling that I miss from time before corona. 🍵 . . #cafes #foodporn #restaurants #helsinki #finland #europe #cafeculture #tealoversclub #avocado #avocadotoast #matcha #matchalatte #igdaily #tb #tbt
2020-05-09 15:40:24	tl	pauligkulma		☕	☕️ • • • #pauligkulma
2020-04-29 00:59:12	ja				. 何回思い出してもきらっきらしてる フィンランドまた行きたいね〜〜 .
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-04-27 18:30:43	fi	valmiiseenpöytään thekeysoflovingliving aamupala töitäkotona yksityisyrittäjä poiskotoa hyvinvointiblogi pauligkulma inspiroituminen yrittäjänarki	pauligkulma	😋 🏻 🏼 👌 🙏 😊 😄 😉	Täytyy kyllä sanoa, että on jo ikävä mennä tekemään töitä muualle kuin kotiin - esim. @pauligkulma, josta saa kaiken lisäksi huippu ruokaa! 😋👌🏻 ⁣ ⁣ Teen yksityisyrittäjänä töitä kotoa käsin, mutta välillä aina kahviloissa tms ihmisten ilmoilla, kun alkaa seinät kaatua päälle. 😄 Rakastan olla kotona ja tehdä töitä kotona, mutta myös nautin mennä välillä muualle inspiroitumaan! 😊 tykkään myös katsella ihmisiä ja heidän touhuja kaupungilla, siellä näkee paljon myös erittäin liikuttavia tapahtumia 🙏🏼⁣ ⁣ ...Ja on se välillä kiva, kun joku muu kokkaa eiks niin? 😉 ⁣ •••••••⁣ ⁣ ⁣ #pauligkulma #yrittäjänarki #töitäkotona #yksityisyrittäjä #aamupala #inspiroituminen #poiskotoa #valmiiseenpöytään #hyvinvointiblogi #thekeysoflovingliving
2020-04-17 13:52:59	en	coffeeroasting			Roasting is one of the most fascinating aspects of the coffee industry. #coffeeroasting
2020-04-08 13:06:48	en	roastery coffegeek flatwhite baristalifestyle coffeeholic espresso coffeeshots coffeelover coffee coffeeroasting coffeegram baristagram roaster coffeedaily latte coffeeholics baristainstitute barista baristalife coffeelove roasting coffeeroastery cappuccino	pauligkulma	💥 🔥	This handsome guy has been learning roasting in @pauligkulma the past months. 🔥💥 Do you have something you would like to know about roasting? Shoot a question to Mihkel in the comments! . . . #baristainstitute #roasting #coffeeroasting #roastery #coffeeroastery #roaster #barista #baristalife #baristalifestyle #baristagram #coffegeek #coffee #coffeegram #baristagram #coffeeholic #coffeeholics #coffeelove #coffeelover #espresso #latte #cappuccino #flatwhite #coffeeshots #coffeedaily
2020-04-07 10:24:10	en	quarantime		♀ 🐀 🏼 💁	Back in the days when you were still able to drink coffee somewhere else than inside your own little rat’s box🐀💁🏼‍♀️ #quarantime
2020-03-25 11:36:06	en			☕ 🍫	Remember to smile and drink hot chocolate 🍫☕ I took this photo last winter for the launch of Tazza terrace in Paulig Kulma. Shot with Nikon d610, Tamron 24-70mm f2.8 and an external led panel & flash.
2020-03-21 08:03:51	fi	Helsinki pauligkulma		☕ 🙈	☕️🙈 #Helsinki #pauligkulma
2020-03-20 11:33:07	en	stopcoronavírus weirdtimes stopcorona pauligkulma baristainstitute coffee		💚 ☕	As Paulig Kulma wants to protect the coffee community, our coffee shop, micro roastery and barista institute will be closed as an preemtive action starting on 22nd March. In the meantime, stay safe 💚☕️ #baristainstitute #pauligkulma #stopcorona #stopcoronavírus #coffee #weirdtimes
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2020-03-14 13:39:14	en	sunnyday friends relaxing saturdaymood robertscoffee dayoff bigbrother	sasuvillewerneri	💎	Silence #friends #bigbrother #saturdaymood #sunnyday #robertscoffee #relaxing #dayoff 💎 @sasuvillewerneri
2020-03-14 12:59:10	fi	relax weekendvibes lifestyle personaltrainer pt rentoutuminen viikonloppu follow fitnessgirl pttinja seuraa heathandfitness heath weekend viikonloppufiilis		👌 ⭐	Weekend feeling! Sometimes you just gotta take it easy 👌 ⭐️ Viikoloppu fiilis! Joskus pitää vaa ottaa iha iisisti👌 #weekend #weekendvibes #relax #personaltrainer #pt #pttinja #viikonloppu #viikonloppufiilis #rentoutuminen #follow #seuraa #fitnessgirl #heathandfitness #heath #lifestyle
2020-03-11 10:35:42	en	orangejuice granola foodie omlette helsinki cafe finland chiapudding pauligkulma breakfast capuccino latte pancakes avocadotoast		🥑 😷 ✨	When you’re still a little sick, but want breakfast 🥑😷✨ . . . #pauligkulma #breakfast #chiapudding #granola #omlette #capuccino #latte #avocadotoast #orangejuice #pancakes #cafe #helsinki #finland #foodie
2020-03-09 07:17:29	en	baristalife coffeegram goodcoffee coffeeholic scaast baristagram coffeethings coffeequality coffeelife ast bettercoffee brewingcoffee coffeegeek baristainstitute baristatrainer coffeescience coffee		💚	Monday fun: checking the SCA Brewing exams and enjoying breakfast 💚 #baristalife #baristatrainer #baristainstitute #baristagram #coffeegram #coffee #coffeelife #coffeequality #coffeegeek #coffeeholic #coffeethings #coffeescience #goodcoffee #bettercoffee #brewingcoffee #ast #scaast
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-03-08 16:25:44	en	coffee womensday coffeelover			#coffeelover #coffee #womensday
2020-03-07 10:14:59	fi			❤ 💚	💚💚💚❤️
2020-03-06 05:51:07	fi	naistenpäivä kluuvi pauligkulma	pauligkulma	❤	Paina sydäntä, jos raakakakku kelpaisi! ❤ @pauligkulma #naistenpäivä #kluuvi #pauligkulma
2020-03-05 10:58:33	ru		paulig_russia pauligkulma		Кофейный запах и чашечка свежеприготовленного кофе в руке. Вокруг дружелюбные лица, мягкие кресла, уютный интерьер, приветливые бариста. В этот момент мне захотелось, чтобы время остановилось. Это было время, которое я захотела посвятить себе, своему внутреннему миру, своим мыслям. Так бывает редко, чтобы все объединялось в одну единую картинку, где ничто не противоречило бы друг другу. Здесь мне было хорошо, я ощутила равновесие, это для меня безумно ценно. Я хотела бы вернуться сюда, в центр Хельсинки, в это уютное пропитанное кофейным запахом место. Рада, что совсем скоро в Москве откроют такую же кофейню, обязательно стану ее постоянным гостем. ⠀ Теперь я ещё больше люблю кофе. Спасибо @paulig_russia @pauligkulma за это.
2020-03-05 10:52:41	ru	финляндия бариста paulig хельсинки интересно helsinki какприготовить kulma finland runners pauligkulma running аромат koffee кофекофе вкус		😘	Я сегодня - бариста))) Делюсь знаниями😘 Итак: 15 % финских женщин пьют в среднем 10 чашек кофе в день! Финляндия - единственная в мире страна, где перекуры узаконены. Но это не перекуры, а «кофейные перерывы». В трудовом договоре прописан один перерыв на «кофе», но на самом деле за день их пять! Кстати, кислый вкус - признак дефекта: неправильного приготовления или неправильного хранения. Не путать - кислый вкус и кислотность. В хорошем кофе не должно быть кислого вкуса. Самые злые враги кофе - тепло, время и воздух. Если в кофемолке оставить кофе на следующий день, то это будет уже «не то». Чтобы не мешать вкусу - надо снимать пенку. На чашку следует класть 11 грамм кофе. 4 минут завариваем, потом перемешиваем, даём настояться ещё минут 7. Это способ приготовления для дегустации в любой точке мира: на плантациях, заводе и т.д. 200 - 300 чашек дегустируют в день специалисты-дегустаторы компании #paulig #кофекофе#бариста#какприготовить#вкус#аромат#финляндия#хельсинки#интересно#finland#helsinki#koffee#kulma#running#runners#pauligkulma
2020-03-04 08:03:04	fi			🤓	Aamupala naamaan ja takaisin sorvin ääreen🤓
2020-03-03 10:47:59	en			🤫	Gossip club 🤫 and very good but pricey coffee
2020-03-03 07:06:50	fi	paulig pauligininkku kahvihetki aamupala pauligkulma aamukahvi kahvi	pauligkulma	😍 🙏 ❤ ☺ ☕	@pauligkulma BREKU ON BEST! ❤️ Mun aamupalaan valikoitui chiapuddingia, suklaapannukakkua ja kauden smoothie, kaikki tämä vegaanista🙏😍 Kahvikupissa café Barcelonaa☕️ Jos aamupala on sun mielestä päivän paras ateria, kommentoi ”❤️” ! Kivaa päivää, heippa☺️ #pauligkulma #aamukahvi #kahvihetki #paulig #pauligininkku #aamupala #kahvi
2020-03-02 14:34:53	so			☕ 🧡	Ihana aamu ja aamupala tänään!🧡☕️
2020-03-01 18:09:44	mk			🥞	Красево🥞
2020-02-29 08:16:02	fi	foodlove brekkie		♀ 😍 😋 🏻 🤷 🥰	Tässä puhelimen kätköistä aivan iihana aamupala kuva😍 Ihan vaan koska rakastan ruokaa ja etenkin aamupala hetkiä 🤷🏻‍♀️😋 Ihanaa viikonloppua!🥰 #brekkie #foodlove
2020-02-27 16:35:04	fi				lounastamassa yhen lempityypin kans!!
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-02-27 13:19:32	fi	thursdayfun yoganordic pauligkulma		🥗 🧘 💕	Lounasta ja hot yin joogaa 🥗🧘💕 #thursdayfun #pauligkulma #yoganordic
2020-02-27 12:12:29	fi	päiväntärkeinateria aamupala pauligkulma		❤	Sairasloma, äitiysloma... loma ku loma, aamupala on päivän tärkein ateria ❤ #aamupala #päiväntärkeinateria #pauligkulma
2020-02-27 08:06:02	fi	overnightoats aamiainen pauligkulma breakfast pancakes coffee		☕ 🥞	Päivä käyntiin värikkäästi. ☕️ • • #pauligkulma #aamiainen #breakfast #overnightoats #pancakes🥞 #coffee
2020-02-24 21:12:48	en				sometimes you need to get out of Lahti
2020-02-24 14:59:41	fi	onkoneitikevättullutkaupunkiin aikaviileäävielä tarkastuskäynti	helsinki		#onkoneitikevättullutkaupunkiin#tarkastuskäynti #aikaviileäävielä@helsinki
